City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
347,Ormara,PK,70.29,clear sky,25.2088,64.6357,Kenara Colony house for Rent
348,Kutum,SD,56.19,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
349,Coquimbo,CL,73.13,clear sky,-29.9533,-71.3436,Hotel San Juan
350,Inhambane,MZ,75.42,few clouds,-23.865,35.3833,Oceano
352,Rawson,AR,64.71,clear sky,-43.3002,-65.1023,Hosteria Sampedro
354,Bereda,ES,49.01,overcast clouds,43.2686,-7.5406,Pazo de Verdes
355,San Patricio,US,80.69,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
356,Suleja,NG,81.34,scattered clouds,9.1758,7.1808,Capy Motel
357,Coahuayana,MX,85.48,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
358,Xiongzhou,CN,48.74,overcast clouds,25.1167,114.3,Xinhewan Business Hotel
359,Ixtapa,MX,76.23,scattered clouds,20.7,-105.2,hotel la terminal
360,Yeppoon,AU,71.38,few clouds,-23.1333,150.7333,Villa Mar Colina
364,Torbat-E Jam,IR,43.14,overcast clouds,35.244,60.6225,White building
365,Khash,IR,49.24,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
366,Port Macquarie,AU,67.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
367,Puerto Escondido,MX,86.83,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
370,Bergen,NO,41.65,broken clouds,60.392,5.328,Clarion Collection Hotel Havnekontoret
371,Lancaster,US,60.3,clear sky,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
373,Crotone,IT,52.43,overcast clouds,39.0851,17.1178,Helios Hotel
374,Tortoli,IT,44.98,scattered clouds,39.9256,9.6572,Hotel La Bitta
375,Alta Floresta,BR,77.32,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
376,Colac,AU,63.01,few clouds,-38.3333,143.5833,Otway Gate Motel
377,Sitka,US,44.49,light rain,57.0531,-135.33,Westmark Sitka
378,Stromness,GB,43.05,light rain,58.965,-3.296,The Old Smokery
379,Broken Hill,AU,62.67,clear sky,-31.95,141.4333,Royal Exchange Hotel
380,Hobyo,SO,76.6,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
381,Tabas,IR,56.35,overcast clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
382,Bud,US,44.74,light rain,39.447,-86.1758,Ted McQuinn Trust
385,Nova Vicosa,BR,79.43,broken clouds,-17.8919,-39.3719,Pousada Porto do Sol
386,La Macarena,CO,86.04,overcast clouds,2.1837,-73.7849,Hotel Punto Verde
388,Prieska,ZA,84.72,clear sky,-29.6641,22.7474,Avenue GuestHouse
389,Muros,ES,55.83,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
390,Hualmay,PE,74.55,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
391,Cabedelo,BR,83.07,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
393,Port Hardy,CA,44.76,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
395,Iquique,CL,73.44,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
397,Tebingtinggi,ID,75.25,overcast clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
400,Sulangan,PH,79.0,overcast clouds,11.1373,123.7228,Maia's Beach Resort
402,Banjar,ID,78.66,light rain,-8.19,114.9675,The Hamsa Resort
406,Boyolangu,ID,74.07,overcast clouds,-8.1181,111.8935,Yos ega cv
407,Manokwari,ID,77.94,heavy intensity rain,-0.8667,134.0833,Swiss Belhotel Manokwari
408,Yalta,UA,43.63,clear sky,44.5,34.1667,Yalta Inturist
409,Bairiki,KI,84.2,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
410,Washougal,US,66.7,clear sky,45.5826,-122.3534,Camas Boutique Hotel
411,Halifax,CA,44.1,few clouds,44.6453,-63.5724,Hotel Halifax
413,Campbell River,CA,43.59,broken clouds,50.0163,-125.2446,Anchor Inn & Suites
414,Lehigh Acres,US,82.44,clear sky,26.6254,-81.6248,Lehigh Resort Club
415,Labuhan,ID,74.77,overcast clouds,-6.8844,112.2051,DoubleFAG
416,Kununurra,AU,78.78,thunderstorm,-15.7667,128.7333,Hotel Kununurra
417,Chateaurenard,FR,46.22,clear sky,43.8817,4.8549,Hôtel Restaurant Le Central
418,Lang Son,VN,54.48,moderate rain,21.8333,106.7333,Khai Nga Hotel
419,Beyla,GN,75.85,broken clouds,8.6833,-8.6333,DIAN SINKO
420,Rocha,UY,75.43,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
422,Naze,JP,57.49,overcast clouds,28.3667,129.4833,Shishime Hotel
424,Bani Walid,LY,53.19,overcast clouds,31.7566,13.9942,منزل مفتاح محمد الزلبي
425,Basco,PH,76.14,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
428,Comodoro Rivadavia,AR,75.06,clear sky,-45.8667,-67.5,Austral Hotel
431,Ahipara,NZ,75.88,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
435,Harrisburg,US,61.07,broken clouds,40.2737,-76.8844,Hilton Harrisburg
438,Buseresere,TZ,64.65,overcast clouds,-3.0236,31.8747,Flamingo Hotels
439,Dzaoudzi,YT,80.49,clear sky,-12.7887,45.2699,Le Rocher
440,Ojinaga,MX,74.57,clear sky,29.5667,-104.4167,Suites Las Palmas
441,Karratha,AU,84.69,few clouds,-20.7377,116.8463,ibis Styles Karratha
442,Mosquera,CO,62.69,light rain,4.7059,-74.2302,Hotel SJ
443,Moron,AR,67.96,light rain,-34.6534,-58.6198,Hotel Morón
444,Sandy Bay,AU,56.3,broken clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
445,Ballina,AU,68.77,light rain,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
446,Afonso Claudio,BR,72.09,overcast clouds,-20.0742,-41.1239,Pousada Afonso Cláudio
447,Lazaro Cardenas,MX,83.82,clear sky,17.9583,-102.2,quinta antigua
448,Khandela,IN,50.95,clear sky,27.6,75.5,Castle Khandela
449,Abu Zabad,SD,66.25,clear sky,12.35,29.25,حامد محمد نور
450,Saldanha,ZA,65.12,clear sky,-33.0117,17.9442,Blue Bay Lodge
453,Ugoofaaru,MV,81.25,overcast clouds,5.6667,73.0,Ungoofaaru Inn
454,Ormond Beach,US,75.13,scattered clouds,29.2858,-81.0559,Makai Beach Lodge
456,Tura,IN,53.83,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
457,Sikeston,US,58.89,overcast clouds,36.8767,-89.5879,Drury Inn & Suites Sikeston
458,Bintulu,MY,73.81,overcast clouds,3.1667,113.0333,900 Boutique INN
460,Padang,ID,77.5,heavy intensity rain,-0.9492,100.3543,Mercure Padang
462,Nantucket,US,49.96,clear sky,41.2835,-70.0995,Jared Coffin House
463,Marrakesh,MA,57.27,broken clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
467,Boueni,YT,80.58,overcast clouds,-12.9025,45.0761,The feet in water
469,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Lindsey Hôtel
470,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
471,Llanes,ES,53.89,overcast clouds,43.4198,-4.7549,Hotel La Paz
473,Tecoanapa,MX,83.34,scattered clouds,16.5167,-98.75,Hotel Manglares
476,Honiara,SB,76.03,light rain,-9.4333,159.95,Heritage Park Hotel
477,Alyangula,AU,82.09,few clouds,-13.8483,136.4192,Groote Eylandt Lodge
478,Altar,MX,78.89,clear sky,30.7,-111.8167,Hotel Maria Elena
481,Cururupu,BR,78.84,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
483,Portland,US,67.53,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
484,Anloga,GH,80.94,scattered clouds,5.7947,0.8973,Pin Drop Hotel
485,Axim,GH,79.74,clear sky,4.8699,-2.2405,Axim Beach Resort And Spa
486,San Carlos,VE,88.45,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
487,Pontes E Lacerda,BR,82.09,broken clouds,-15.2261,-59.3353,Hotel Bressan
488,San Jose,US,80.85,few clouds,37.3394,-121.895,The Westin San Jose
489,Petrolina,BR,80.65,broken clouds,-9.3986,-40.5008,JB Hotel
492,Nichinan,JP,46.76,overcast clouds,31.6,131.3667,Guest House Aki
493,Iranduba,BR,80.92,light rain,-3.2847,-60.1861,Evolução Ecolodge
495,Richards Bay,ZA,73.35,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
496,Katherine,AU,79.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
497,Basoda,IN,53.47,clear sky,23.85,77.9333,Sahu Dharamshala
498,Jalu,LY,54.23,clear sky,29.0331,21.5482,صاحبة الفخامة
500,Bayshore Gardens,US,80.62,clear sky,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
503,Rosario Oeste,BR,80.47,moderate rain,-14.8361,-56.4275,Alvorada Palace accomodation
504,Rantauprapat,ID,72.66,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
505,Coihaique,CL,67.95,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
507,Xilagani,GR,40.39,clear sky,40.9833,25.4167,Rōmylía
508,Grand Gaube,MU,75.38,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
510,Sabha,LY,51.89,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
511,Jabinyanah,TN,51.6,overcast clouds,35.035,10.9081,maison belmabrouk
512,Auki,SB,75.4,moderate rain,-8.7676,160.7034,Auki Motel
513,Salina Cruz,MX,87.8,clear sky,16.1667,-95.2,Amerik HOTEL
516,Saint-Joseph,RE,73.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
519,Bama,NG,68.7,clear sky,11.5221,13.6856,UN Humanitarian Hub
521,Hoquiam,US,55.92,clear sky,46.9809,-123.8893,Econo Lodge Inn & Suites
522,El Alto,PE,82.06,few clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
526,Ambilobe,MG,73.47,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
529,Bima,ID,75.79,overcast clouds,-8.4667,118.7167,Lambitu Hotel
536,Asau,RO,40.95,few clouds,46.4333,26.4,Casa Mika Ciobanus
538,Sucua,EC,77.74,moderate rain,-2.4667,-78.1667,Hotel Orellana
539,Longyan,CN,59.02,overcast clouds,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
540,Pishin,PK,44.6,clear sky,30.5803,66.9961,City Hotel Pishin
543,General Roca,AR,77.67,clear sky,-39.0333,-67.5833,Hotel El Recreo
544,Samarai,PG,80.56,scattered clouds,-10.6167,150.6667,Nuli Sapi
545,Florence,IT,51.3,broken clouds,43.7667,11.25,Hotel Nuova Italia
547,Gedo,ET,55.62,few clouds,9.0167,37.45,Mida Qanyi
548,Lakes Entrance,AU,61.16,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
549,San Ramon,US,78.1,clear sky,37.7799,-121.978,San Ramon Marriott
550,Kilindoni,TZ,81.3,overcast clouds,-7.9139,39.6668,Bustani B&B
553,Badou,TG,80.01,broken clouds,7.5833,0.6,Hôtel Abuta
557,Andapa,MG,69.21,broken clouds,-14.65,49.65,Ramanandraibe Andapa
558,Kaeo,NZ,76.32,overcast clouds,-35.1,173.7833,Bushido Lodge
559,Fort Smith,US,71.64,clear sky,35.3859,-94.3986,Hampton Inn Fort Smith
560,West Bay,KY,85.06,few clouds,19.3667,-81.4167,Calypso Cove
562,Kuchinarai,TH,72.57,overcast clouds,16.541,104.05,โรงแรมแสงชัย
563,Monte Carmelo,BR,70.48,broken clouds,-18.7247,-47.4986,Park hotel
564,Siraha,NP,54.0,clear sky,26.6541,86.2087,Prashant Yadav Home
565,Monrovia,LR,80.37,scattered clouds,6.3005,-10.7969,Sunset Inn
566,Methoni,GR,51.22,broken clouds,36.8197,21.7049,Methoni Beach Hotel
569,New Plymouth,NZ,72.55,overcast clouds,-39.0667,174.0833,Belt Road Seaside Holiday Park
573,Greencastle,US,41.72,overcast clouds,39.6445,-86.8647,College Inn
574,Saint-Georges,GD,80.28,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
575,San Lawrenz,MT,50.86,overcast clouds,36.0553,14.204,San Andrea Hotel
576,Totness,SR,79.0,broken clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
577,Mumford,GH,80.1,scattered clouds,5.2618,-0.759,Spanish Villa
578,Emporia,US,56.52,broken clouds,38.4039,-96.1817,Candlewood Suites Emporia
580,Takoradi,GH,80.13,few clouds,4.8845,-1.7554,Raybow International Hotel
581,Kavaratti,IN,80.19,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
584,Namibe,AO,75.94,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
587,Esna,EG,55.58,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
591,Cayenne,GF,79.09,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
592,Acapulco,MX,84.02,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
593,Christchurch,NZ,66.02,broken clouds,-43.5333,172.6333,The George
594,Horta,PT,58.64,few clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
596,Anito,PH,76.96,light rain,12.4497,125.2886,FELIPA LAODENIO PROPERTY
598,Camana,PE,73.81,scattered clouds,-16.6228,-72.7111,Hostal Morales
599,Sechura,PE,79.79,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
601,Port Blair,IN,75.24,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
602,Asfi,MA,58.5,clear sky,32.2994,-9.2372,Hôtel Abda
603,Islamkot,PK,64.02,clear sky,24.6997,70.177,Haji Hotel
604,Mozarlandia,BR,74.64,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
605,San Juan Bautista,PE,75.83,few clouds,-14.0108,-75.7358,Hotel Las Dunas
607,Kijabe,KE,61.41,broken clouds,-0.933,36.5758,Moffat Guesthouse
609,Muli,MV,81.37,broken clouds,2.9167,73.5667,Medhufushi Island Resort
610,Bambanglipuro,ID,75.9,moderate rain,-7.95,110.2833,Puri Brata
613,Lubao,PH,77.02,overcast clouds,14.9167,120.55,Hacienda Gracia
615,Mitsamiouli,KM,79.54,overcast clouds,-11.3847,43.2844,Foyer ADM
616,Lincoln,US,41.16,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
617,Asifabad,IN,62.89,broken clouds,19.3667,79.2833,సిడం కైలాష్
618,Yendi,GH,86.83,scattered clouds,9.4427,-0.0099,Eyarro Lodge
619,Dwarka,IN,70.07,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
621,Susanville,US,58.91,clear sky,40.4163,-120.653,Comfort Inn & Suites
622,Paciran,ID,74.68,overcast clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
626,Bodden Town,KY,84.99,few clouds,19.2833,-81.25,Will T Place
629,Antalaha,MG,74.55,few clouds,-14.9003,50.2788,Hotel Vitasoa
632,Morant Bay,JM,82.02,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
634,Launceston,AU,57.61,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
636,Bandarbeyla,SO,74.86,broken clouds,9.4942,50.8122,JABIR HOTEL
637,Los Llanos De Aridane,ES,65.12,clear sky,28.6585,-17.9182,Valle Aridane
641,Filadelfia,US,62.49,few clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
642,Pascagoula,US,67.71,broken clouds,30.3658,-88.5561,Regency Inn
643,Roura,GF,78.96,broken clouds,4.7263,-52.3274,Amazonie Découverte SARL
644,Port Moresby,PG,71.02,few clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
646,Mollendo,PE,72.63,few clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
650,Beirut,LB,52.54,clear sky,33.8889,35.4944,"Crowne Plaza Beirut, an IHG Hotel"
651,Mubi,NG,72.27,clear sky,10.2676,13.2644,Hotel
652,San Carlos De Bariloche,AR,73.15,clear sky,-41.1456,-71.3082,Hotel Patagonia
654,Arboledas,CO,71.76,broken clouds,7.6423,-72.7994,Hotel Arboledas
655,Ismailia,EG,54.3,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
657,Felipe Carrillo Puerto,MX,76.03,broken clouds,19.5833,-88.05,Hotel La Ceiba
660,Sao Joaquim,BR,62.69,broken clouds,-28.2939,-49.9317,Pousada Alternativa Cravo e Canela
662,Vila Velha,BR,75.15,light rain,-20.3297,-40.2925,Hotel Vitória Palace
663,Asyut,EG,53.71,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
664,Guangyuan,CN,41.09,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
665,Mairena Del Alcor,ES,57.72,clear sky,37.373,-5.7495,Ven y Veras Pizzería S.L.
666,Benguela,AO,76.5,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
669,Sawtell,AU,68.02,light intensity shower rain,-30.3833,153.1,The Bungalow Sawtell
670,Havelock,US,66.43,overcast clouds,34.8791,-76.9013,Sherwood Motel
672,Moanda,GA,76.46,overcast clouds,-1.5575,13.2178,Heliconia Stadium Moanda
673,Tacoronte,ES,65.44,few clouds,28.4769,-16.4102,Casa Laurel
674,Senanga,ZM,66.04,light rain,-16.1167,23.2667,Zango lodge
675,Tucuman,AR,68.0,light rain,-26.8241,-65.2226,Dallas Hotel Tucuman
676,Celestun,MX,75.02,scattered clouds,20.8667,-90.4,Posada Lilia
678,Santa Cruz De La Palma,ES,69.13,clear sky,28.6835,-17.7642,H10 Taburiente Playa
679,Finschhafen,PG,78.75,moderate rain,-6.6024,147.8681,Cossam Guest House
680,Parana,AR,82.2,overcast clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
682,Laguna,US,77.25,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
683,Kieta,PG,78.67,light rain,-6.2167,155.6333,Uruna Bay Retreat
684,Ishigaki,JP,68.13,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
685,Guiratinga,BR,75.67,broken clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
686,Tazmalt,DZ,48.15,scattered clouds,36.3868,4.3989,Hôtel Numédia
687,Santiago De Cao,PE,71.73,broken clouds,-7.9589,-79.2392,Villa Konecta - Casa de vacaciones
689,Buraydah,SA,55.85,clear sky,26.326,43.975,Mövenpick Qassim
690,Rongcheng,CN,40.77,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
695,Lithgow,AU,58.08,overcast clouds,-33.4833,150.15,Zig Zag Motel Lithgow
696,Jambi,ID,73.15,overcast clouds,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
698,Batouri,CM,75.65,few clouds,4.4333,14.3667,Hotel Hollywood
699,Gat,IL,51.4,clear sky,31.61,34.7642,OlusHome
702,Itupiranga,BR,77.32,light rain,-5.1347,-49.3267,Hotel Panorama
703,Labuan,MY,77.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
704,Cervo,ES,52.97,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
705,Mwense,ZM,65.62,overcast clouds,-10.3845,28.698,Mwense Council Guest House
